"","year","age","caan","caaw","waa","waa.sd","laa","laa.sd"
"1",2022,1,89.8142986644408,11.5455041841425,0.128548620384803,0.0460897985352754,236.584336463158,22.8081734040817
"2",2022,2,252.415816804405,56.514075660788,0.223892767007466,0.0751802619292495,278.562492290917,27.3194413051065
"3",2022,3,115.346707108894,39.9386249819653,0.346248505770182,0.0767384107295824,318.379998909766,21.34313916362
"4",2022,4,36.259334172041,15.4534759164853,0.426193041581036,0.0751622917122303,338.950314260045,17.834080189087
"5",2022,5,39.6940442920777,19.622804692237,0.494351357796852,0.0831838134281737,354.624147782298,17.388609488184
"6",2022,6,19.1098458066885,11.0695774349825,0.579260426638718,0.0569700937687598,373.237734254481,10.7527614023758
"7",2022,7,9.16293398266788,5.29371047471446,0.577730941282319,0.0678836051219064,372.97635910002,12.8472363453333
"8",2022,8,0.0148919155163102,0.0102263106289079,0.686702165192093,NA,387.650036713717,NA
"9",2022,9,0.891165899577352,0.61733340738392,0.692725571834267,NA,393.980119787048,NA
"10",2022,10,0,0,NA,NA,NA,NA
"11",2023,1,99.4516577426129,11.7907099355758,0.118557198574718,0.0343673238278317,233.498297512705,18.2143166642125
"12",2023,2,181.227658343963,34.4562563919965,0.190126919405425,0.0645001132161367,266.559572051725,24.6847615868911
"13",2023,3,219.295816401148,63.970062279489,0.291706715291236,0.082010945544376,302.450062583006,24.7081301753978
"14",2023,4,73.5222150358786,28.3699656065423,0.385869299404239,0.0806732217092016,329.282811004316,19.840131843505
"15",2023,5,18.6800085155346,8.97606993956108,0.480517443666926,0.109424606377113,349.614888679538,22.5124393720127
"16",2023,6,14.1613377530655,7.77452082112624,0.548996214672113,0.103100298185698,363.399063748664,17.5544471584364
"17",2023,7,4.03530730618707,2.53440529929848,0.628057569596406,0.100463400627619,377.146633619131,15.3450138460409
"18",2023,8,2.0205439402646,1.34078862452796,0.663578058268993,0.120516813549934,381.607786320684,16.6872348346249
"19",2023,9,0.744271308401072,0.49348743064314,0.66304776910359,NA,382.129054475949,NA
"20",2023,10,0.149960149372822,0.101420199512244,0.676314340419194,NA,382.704441526614,NA
"21",2024,1,108.438376390698,13.1817582561125,0.121559900607689,0.0367259349855714,233.658403089964,18.2621257515626
"22",2024,2,144.560304804433,31.2316284886472,0.216045674024405,0.0569315885423915,275.169424813985,20.7247234936861
"23",2024,3,132.254898245067,36.6915661139467,0.277430678189005,0.0751688386844206,295.654500601967,22.558408742495
"24",2024,4,120.340621426968,43.7007879108045,0.36314244843189,0.0929300829012808,320.167866352307,24.3016964360828
"25",2024,5,43.2425980945457,19.259138999274,0.445374233924746,0.0826946468555715,341.335135132058,18.6848763834126
"26",2024,6,22.5883614589796,10.6790312570451,0.472766972338307,0.0688606013291398,348.358219603216,14.6266021218796
"27",2024,7,4.92324194709196,3.00481407710005,0.610332400761844,0.0754665732780727,374.73329550915,13.0859322652534
"28",2024,8,0.173465783996689,0.092406787970581,0.532709021004077,NA,356.701169331827,NA
"29",2024,9,0.491150417963591,0.339533949316475,0.691303390770289,NA,389.574914746294,NA
"30",2024,10,0.0043531534717659,0.00295478094298919,0.678767923564742,NA,380.051610340977,NA
